[2026-03-17T10:40:03.729788] TQQQ | precision_buy_algorithm | SMA57 | President 45 | 3M | critical | TQQQ PRECISION BUY SMA57 [President 45] 3M | PRECISION BUY — SMA 57 at 48.27 | OHLC4 48.27 (current bar) | Close 48.27 | Hard stop: 48.26 | Drawdown 1.0% from 48.76 | TF: 3M
[2026-03-18T11:27:54.392943] SSO | automated_short_order | SMA18 | Time (144) | 1M | critical | SSO AUTO SHORT SMA18 [Time (144)] 1M | AUTO SHORT — SMA 18 at 54.61 | OHLC4 54.60 (current bar) | Close 54.59 | Hard stop: 54.62 (penny above) | SYSTEM NEGATIVE | TF: 1M
[2026-03-18T11:27:54.419830] SSO | automated_short_order | SMA114 | President 45 | 1M | critical | SSO AUTO SHORT SMA114 [President 45] 1M | AUTO SHORT — SMA 114 at 54.61 | OHLC4 54.60 (current bar) | Close 54.59 | Hard stop: 54.62 (penny above) | SYSTEM NEGATIVE | TF: 1M
[2026-03-18T11:27:54.457663] SSO | automated_short_order | SMA94 | President 47 | 1M | critical | SSO AUTO SHORT SMA94 [President 47] 1M | AUTO SHORT — SMA 94 at 54.61 | OHLC4 54.60 (current bar) | Close 54.59 | Hard stop: 54.62 (penny above) | SYSTEM NEGATIVE | TF: 1M
[2026-03-18T11:27:54.496224] SSO | automated_short_order | SMA106 | SVIX (211) | 1M | critical | SSO AUTO SHORT SMA106 [SVIX (211)] 1M | AUTO SHORT — SMA 106 at 54.60 | OHLC4 54.60 (current bar) | Close 54.59 | Hard stop: 54.61 (penny above) | SYSTEM NEGATIVE | TF: 1M
[2026-03-18T11:27:54.515363] SSO | automated_short_order | SMA101 | Resource Missing (404) | 1M | critical | SSO AUTO SHORT SMA101 [Resource Missing (404)] 1M | AUTO SHORT — SMA 101 at 54.60 | OHLC4 54.60 (current bar) | Close 54.59 | Hard stop: 54.61 (penny above) | SYSTEM NEGATIVE | TF: 1M
[2026-03-18T11:27:55.543916] SSO | automated_short_order | SMA50 | S&P 500 System | 2M | critical | SSO AUTO SHORT SMA50 [S&P 500 System] 2M | AUTO SHORT — SMA 50 at 54.60 | OHLC4 54.59 (current bar) | Close 54.59 | Hard stop: 54.61 (penny above) | SYSTEM NEGATIVE | TF: 2M
[2026-03-18T11:27:55.826741] SSO | automated_short_order | SMA52 | SVIX (211) | 2M | critical | SSO AUTO SHORT SMA52 [SVIX (211)] 2M | AUTO SHORT — SMA 52 at 54.60 | OHLC4 54.59 (current bar) | Close 54.59 | Hard stop: 54.61 (penny above) | SYSTEM NEGATIVE | TF: 2M
[2026-03-18T11:27:55.842968] SSO | automated_short_order | SMA51 | Resource Missing (404) | 2M | critical | SSO AUTO SHORT SMA51 [Resource Missing (404)] 2M | AUTO SHORT — SMA 51 at 54.60 | OHLC4 54.59 (current bar) | Close 54.59 | Hard stop: 54.61 (penny above) | SYSTEM NEGATIVE | TF: 2M
[2026-03-18T11:28:27.271997] SPXS | singular_point_hard_stop | SMA10 | S&P 500 System | 1M | critical | SPXS HARD STOP SMA10 [S&P 500 System] 1M | HARD STOP — SMA 10 at 38.44 | Breach above $-0.02 | Close 38.42, High 38.45 | STATE: aso→sphs_aso | TF: 1M
[2026-03-18T11:28:28.759217] SPXS | singular_point_hard_stop | SMA11 | ICKY WOODS (888) | 2M | critical | SPXS HARD STOP SMA11 [ICKY WOODS (888)] 2M | HARD STOP — SMA 11 at 38.42 | Breach above $-0.00 | Close 38.42, High 38.45 | STATE: aso→sphs_aso | TF: 2M
[2026-03-18T11:28:33.077754] SPXS | automated_short_order | SMA10 | S&P 500 System | 10M | critical | SPXS AUTO SHORT SMA10 [S&P 500 System] 10M | AUTO SHORT — SMA 10 at 38.43 | OHLC4 38.43 (current bar) | Close 38.42 | Hard stop: 38.44 (penny above) | SYSTEM NEGATIVE | TF: 10M
[2026-03-18T11:28:33.151738] SPXS | automated_short_order | SMA11 | ICKY WOODS (888) | 10M | critical | SPXS AUTO SHORT SMA11 [ICKY WOODS (888)] 10M | AUTO SHORT — SMA 11 at 38.43 | OHLC4 38.43 (current bar) | Close 38.42 | Hard stop: 38.44 (penny above) | SYSTEM NEGATIVE | TF: 10M
[2026-03-18T11:28:44.169627] SH | singular_point_hard_stop | SMA100 | NASDAQ System | 1M | critical | SH HARD STOP SMA100 [NASDAQ System] 1M | HARD STOP — SMA 100 at 37.23 | Breach above $-0.00 | Close 37.23, High 37.24 | STATE: aso→sphs_aso | TF: 1M
[2026-03-18T11:28:44.215178] SH | singular_point_hard_stop | SMA99 | EVIL (666) | 1M | critical | SH HARD STOP SMA99 [EVIL (666)] 1M | HARD STOP — SMA 99 at 37.23 | Breach above $-0.00 | Close 37.23, High 37.24 | STATE: aso→sphs_aso | TF: 1M
[2026-03-18T11:28:44.243433] SH | singular_point_hard_stop | SMA111 | ICKY WOODS (888) | 1M | critical | SH HARD STOP SMA111 [ICKY WOODS (888)] 1M | HARD STOP — SMA 111 at 37.23 | Breach above $-0.00 | Close 37.23, High 37.24 | STATE: aso→sphs_aso | TF: 1M
[2026-03-18T11:28:44.322301] SH | singular_point_hard_stop | SMA108 | Regression (432) | 1M | critical | SH HARD STOP SMA108 [Regression (432)] 1M | HARD STOP — SMA 108 at 37.23 | Breach above $-0.00 | Close 37.23, High 37.24 | STATE: aso→sphs_aso | TF: 1M
[2026-03-18T11:28:44.493765] SH | singular_point_hard_stop | SMA94 | President 47 | 1M | critical | SH HARD STOP SMA94 [President 47] 1M | HARD STOP — SMA 94 at 37.23 | Breach above $-0.00 | Close 37.23, High 37.24 | STATE: aso→sphs_aso | TF: 1M
[2026-03-18T11:28:44.533933] SH | singular_point_hard_stop | SMA106 | SVIX (211) | 1M | critical | SH HARD STOP SMA106 [SVIX (211)] 1M | HARD STOP — SMA 106 at 37.23 | Breach above $-0.00 | Close 37.23, High 37.24 | STATE: aso→sphs_aso | TF: 1M
[2026-03-18T11:28:44.552963] SH | singular_point_hard_stop | SMA101 | Resource Missing (404) | 1M | critical | SH HARD STOP SMA101 [Resource Missing (404)] 1M | HARD STOP — SMA 101 at 37.23 | Breach above $-0.00 | Close 37.23, High 37.24 | STATE: aso→sphs_aso | TF: 1M
[2026-03-18T11:29:02.609216] QQQ | automated_short_order | SMA227 | President 45 | 1M | critical | QQQ AUTO SHORT SMA227 [President 45] 1M | AUTO SHORT — SMA 227 at 600.96 | OHLC4 600.96 (current bar) | Close 600.96 | Hard stop: 600.97 (penny above) | SYSTEM NEGATIVE | TF: 1M
[2026-03-18T11:29:02.677850] QQQ | automated_short_order | SMA228 | WTC (911) | 1M | critical | QQQ AUTO SHORT SMA228 [WTC (911)] 1M | AUTO SHORT — SMA 228 at 600.97 | OHLC4 600.96 (current bar) | Close 600.96 | Hard stop: 600.98 (penny above) | SYSTEM NEGATIVE | TF: 1M
[2026-03-18T11:29:03.968306] QQQ | optimized_buying_algorithm | SMA54 | Regression (432) | 2M | high | QQQ MAGNETIZED BUY SMA54 [Regression (432)] 2M | MAGNETIZED BUY — SMA 54 at 600.33 | 4 penny + 1 near touches across 4/10 bars | 4.2x expected | Capitular low: 599.99 | HIGH VOL | TF: 2M
[2026-03-18T11:29:17.088971] TQQQ | automated_short_order | SMA222 | LUCKY (777) | 1M | critical | TQQQ AUTO SHORT SMA222 [LUCKY (777)] 1M | AUTO SHORT — SMA 222 at 47.57 | OHLC4 47.57 (current bar) | Close 47.57 | Hard stop: 47.58 (penny above) | SYSTEM NEGATIVE | TF: 1M
[2026-03-18T11:29:17.220301] TQQQ | automated_short_order | SMA227 | President 45 | 1M | critical | TQQQ AUTO SHORT SMA227 [President 45] 1M | AUTO SHORT — SMA 227 at 47.58 | OHLC4 47.57 (current bar) | Close 47.57 | Hard stop: 47.59 (penny above) | SYSTEM NEGATIVE | TF: 1M
[2026-03-18T11:29:17.286948] TQQQ | automated_short_order | SMA228 | WTC (911) | 1M | critical | TQQQ AUTO SHORT SMA228 [WTC (911)] 1M | AUTO SHORT — SMA 228 at 47.58 | OHLC4 47.57 (current bar) | Close 47.57 | Hard stop: 47.59 (penny above) | SYSTEM NEGATIVE | TF: 1M
[2026-03-18T11:29:18.411150] TQQQ | automated_short_order | SMA111 | ICKY WOODS (888) | 2M | critical | TQQQ AUTO SHORT SMA111 [ICKY WOODS (888)] 2M | AUTO SHORT — SMA 111 at 47.57 | OHLC4 47.56 (current bar) | Close 47.55 | Hard stop: 47.58 (penny above) | SYSTEM NEGATIVE | TF: 2M
[2026-03-18T11:29:18.460634] TQQQ | automated_short_order | SMA108 | Regression (432) | 2M | critical | TQQQ AUTO SHORT SMA108 [Regression (432)] 2M | AUTO SHORT — SMA 108 at 47.56 | OHLC4 47.56 (current bar) | Close 47.55 | Hard stop: 47.57 (penny above) | SYSTEM NEGATIVE | TF: 2M
[2026-03-18T11:29:49.201584] QLD | automated_short_order | SMA46 | Time (365) | 2M | critical | QLD AUTO SHORT SMA46 [Time (365)] 2M | AUTO SHORT — SMA 46 at 66.19 | OHLC4 66.18 (current bar) | Close 66.16 | Hard stop: 66.20 (penny above) | SYSTEM NEGATIVE | TF: 2M
[2026-03-18T11:30:01.821806] QID | automated_short_order | SMA100 | NASDAQ System | 1M | critical | QID AUTO SHORT SMA100 [NASDAQ System] 1M | AUTO SHORT — SMA 100 at 21.25 | OHLC4 21.25 (current bar) | Close 21.25 | Hard stop: 21.26 (penny above) | SYSTEM NEGATIVE | TF: 1M
[2026-03-18T11:30:01.855161] QID | automated_short_order | SMA99 | EVIL (666) | 1M | critical | QID AUTO SHORT SMA99 [EVIL (666)] 1M | AUTO SHORT — SMA 99 at 21.25 | OHLC4 21.25 (current bar) | Close 21.25 | Hard stop: 21.26 (penny above) | SYSTEM NEGATIVE | TF: 1M
[2026-03-18T11:30:01.879001] QID | automated_short_order | SMA111 | ICKY WOODS (888) | 1M | critical | QID AUTO SHORT SMA111 [ICKY WOODS (888)] 1M | AUTO SHORT — SMA 111 at 21.25 | OHLC4 21.25 (current bar) | Close 21.25 | Hard stop: 21.26 (penny above) | SYSTEM NEGATIVE | TF: 1M
[2026-03-18T11:30:01.945756] QID | automated_short_order | SMA108 | Regression (432) | 1M | critical | QID AUTO SHORT SMA108 [Regression (432)] 1M | AUTO SHORT — SMA 108 at 21.25 | OHLC4 21.25 (current bar) | Close 21.25 | Hard stop: 21.26 (penny above) | SYSTEM NEGATIVE | TF: 1M
[2026-03-18T11:30:02.080851] QID | automated_short_order | SMA114 | President 45 | 1M | critical | QID AUTO SHORT SMA114 [President 45] 1M | AUTO SHORT — SMA 114 at 21.25 | OHLC4 21.25 (current bar) | Close 21.25 | Hard stop: 21.26 (penny above) | SYSTEM NEGATIVE | TF: 1M
[2026-03-18T11:30:02.176212] QID | automated_short_order | SMA106 | SVIX (211) | 1M | critical | QID AUTO SHORT SMA106 [SVIX (211)] 1M | AUTO SHORT — SMA 106 at 21.25 | OHLC4 21.25 (current bar) | Close 21.25 | Hard stop: 21.26 (penny above) | SYSTEM NEGATIVE | TF: 1M
[2026-03-18T11:30:02.199471] QID | automated_short_order | SMA101 | Resource Missing (404) | 1M | critical | QID AUTO SHORT SMA101 [Resource Missing (404)] 1M | AUTO SHORT — SMA 101 at 21.25 | OHLC4 21.25 (current bar) | Close 21.25 | Hard stop: 21.26 (penny above) | SYSTEM NEGATIVE | TF: 1M
[2026-03-18T11:30:03.259470] QID | automated_short_order | SMA50 | S&P 500 System | 2M | critical | QID AUTO SHORT SMA50 [S&P 500 System] 2M | AUTO SHORT — SMA 50 at 21.25 | OHLC4 21.25 (current bar) | Close 21.25 | Hard stop: 21.26 (penny above) | SYSTEM NEGATIVE | TF: 2M
[2026-03-18T11:30:03.277774] QID | automated_short_order | SMA60 | Dow Jones System | 2M | critical | QID AUTO SHORT SMA60 [Dow Jones System] 2M | AUTO SHORT — SMA 60 at 21.25 | OHLC4 21.25 (current bar) | Close 21.25 | Hard stop: 21.26 (penny above) | SYSTEM NEGATIVE | TF: 2M
[2026-03-18T11:30:03.309664] QID | automated_short_order | SMA999 | EVIL (666) | 2M | critical | QID AUTO SHORT SMA999 [EVIL (666)] 2M | AUTO SHORT — SMA 999 at 21.25 | OHLC4 21.25 (current bar) | Close 21.25 | Hard stop: 21.26 (penny above) | SYSTEM NEGATIVE | TF: 2M
[2026-03-18T11:30:03.335001] QID | singular_point_hard_stop | SMA55 | LUCKY (777) | 2M | critical | QID HARD STOP SMA55 [LUCKY (777)] 2M | HARD STOP — SMA 55 at 21.25 | Breach above $-0.00 | Close 21.25, High 21.26 | STATE: aso→sphs_aso | TF: 2M
[2026-03-18T11:30:03.370993] QID | singular_point_hard_stop | SMA54 | Regression (432) | 2M | critical | QID HARD STOP SMA54 [Regression (432)] 2M | HARD STOP — SMA 54 at 21.25 | Breach above $-0.00 | Close 21.25, High 21.26 | STATE: aso→sphs_aso | TF: 2M
[2026-03-18T11:30:03.540835] QID | automated_short_order | SMA52 | SVIX (211) | 2M | critical | QID AUTO SHORT SMA52 [SVIX (211)] 2M | AUTO SHORT — SMA 52 at 21.25 | OHLC4 21.25 (current bar) | Close 21.25 | Hard stop: 21.26 (penny above) | SYSTEM NEGATIVE | TF: 2M
[2026-03-18T11:30:03.558883] QID | automated_short_order | SMA51 | Resource Missing (404) | 2M | critical | QID AUTO SHORT SMA51 [Resource Missing (404)] 2M | AUTO SHORT — SMA 51 at 21.25 | OHLC4 21.25 (current bar) | Close 21.25 | Hard stop: 21.26 (penny above) | SYSTEM NEGATIVE | TF: 2M
[2026-03-18T11:30:04.714271] QID | automated_short_order | SMA33 | EVIL (666) | 3M | critical | QID AUTO SHORT SMA33 [EVIL (666)] 3M | AUTO SHORT — SMA 33 at 21.25 | OHLC4 21.25 (current bar) | Close 21.25 | Hard stop: 21.26 (penny above) | SYSTEM NEGATIVE | TF: 3M
[2026-03-18T11:30:04.775922] QID | singular_point_hard_stop | SMA37 | Waring's Problem | 3M | critical | QID HARD STOP SMA37 [Waring's Problem] 3M | HARD STOP — SMA 37 at 21.25 | Breach above $-0.00 | Close 21.25, High 21.26 | STATE: aso→sphs_aso | TF: 3M
[2026-03-18T11:30:04.828821] QID | automated_short_order | SMA720 | 180 | 3M | critical | QID AUTO SHORT SMA720 [180] 3M | AUTO SHORT — SMA 720 at 21.25 | OHLC4 21.25 (current bar) | Close 21.25 | Hard stop: 21.26 (penny above) | SYSTEM NEGATIVE | TF: 3M
[2026-03-18T11:30:04.870666] QID | automated_short_order | SMA36 | Time (144) | 3M | critical | QID AUTO SHORT SMA36 [Time (144)] 3M | AUTO SHORT — SMA 36 at 21.25 | OHLC4 21.25 (current bar) | Close 21.25 | Hard stop: 21.26 (penny above) | SYSTEM NEGATIVE | TF: 3M
[2026-03-18T11:30:06.077760] QID | automated_short_order | SMA20 | NASDAQ System | 5M | critical | QID AUTO SHORT SMA20 [NASDAQ System] 5M | AUTO SHORT — SMA 20 at 21.25 | OHLC4 21.25 (current bar) | Close 21.25 | Hard stop: 21.26 (penny above) | SYSTEM NEGATIVE | TF: 5M
[2026-03-18T11:30:06.370089] QID | automated_short_order | SMA24 | President 47 | 5M | critical | QID AUTO SHORT SMA24 [President 47] 5M | AUTO SHORT — SMA 24 at 21.25 | OHLC4 21.25 (current bar) | Close 21.25 | Hard stop: 21.26 (penny above) | SYSTEM NEGATIVE | TF: 5M
[2026-03-18T11:30:06.435302] QID | automated_short_order | SMA25 | Resource Missing (404) | 5M | critical | QID AUTO SHORT SMA25 [Resource Missing (404)] 5M | AUTO SHORT — SMA 25 at 21.25 | OHLC4 21.25 (current bar) | Close 21.25 | Hard stop: 21.26 (penny above) | SYSTEM NEGATIVE | TF: 5M
[2026-03-18T11:30:07.595074] QID | automated_short_order | SMA11 | ICKY WOODS (888) | 10M | critical | QID AUTO SHORT SMA11 [ICKY WOODS (888)] 10M | AUTO SHORT — SMA 11 at 21.25 | OHLC4 21.25 (current bar) | Close 21.25 | Hard stop: 21.26 (penny above) | SYSTEM NEGATIVE | TF: 10M
[2026-03-18T11:30:07.673783] QID | automated_short_order | SMA432 | Regression (432) | 10M | critical | QID AUTO SHORT SMA432 [Regression (432)] 10M | AUTO SHORT — SMA 432 at 21.25 | OHLC4 21.25 (current bar) | Close 21.25 | Hard stop: 21.26 (penny above) | SYSTEM NEGATIVE | TF: 10M
[2026-03-18T11:30:19.344341] PSQ | automated_short_order | SMA37 | Waring's Problem | 3M | critical | PSQ AUTO SHORT SMA37 [Waring's Problem] 3M | AUTO SHORT — SMA 37 at 31.16 | OHLC4 31.16 (current bar) | Close 31.16 | Hard stop: 31.17 (penny above) | SYSTEM NEGATIVE | TF: 3M
[2026-03-18T11:30:19.443119] PSQ | automated_short_order | SMA36 | Time (144) | 3M | critical | PSQ AUTO SHORT SMA36 [Time (144)] 3M | AUTO SHORT — SMA 36 at 31.16 | OHLC4 31.16 (current bar) | Close 31.16 | Hard stop: 31.17 (penny above) | SYSTEM NEGATIVE | TF: 3M
[2026-03-18T11:30:20.726797] PSQ | automated_short_order | SMA444 | ICKY WOODS (888) | 5M | critical | PSQ AUTO SHORT SMA444 [ICKY WOODS (888)] 5M | AUTO SHORT — SMA 444 at 31.16 | OHLC4 31.16 (current bar) | Close 31.16 | Hard stop: 31.17 (penny above) | SYSTEM NEGATIVE | TF: 5M
[2026-03-18T11:30:20.729405] PSQ | automated_short_order | SMA22 | LUCKY (777) | 5M | critical | PSQ AUTO SHORT SMA22 [LUCKY (777)] 5M | AUTO SHORT — SMA 22 at 31.16 | OHLC4 31.16 (current bar) | Close 31.16 | Hard stop: 31.17 (penny above) | SYSTEM NEGATIVE | TF: 5M
[2026-03-18T11:30:20.833787] PSQ | automated_short_order | SMA720 | 180 | 5M | critical | PSQ AUTO SHORT SMA720 [180] 5M | AUTO SHORT — SMA 720 at 31.16 | OHLC4 31.16 (current bar) | Close 31.16 | Hard stop: 31.17 (penny above) | SYSTEM NEGATIVE | TF: 5M
[2026-03-18T11:30:20.835714] PSQ | automated_short_order | SMA23 | Time (365) | 5M | critical | PSQ AUTO SHORT SMA23 [Time (365)] 5M | AUTO SHORT — SMA 23 at 31.16 | OHLC4 31.16 (current bar) | Close 31.16 | Hard stop: 31.17 (penny above) | SYSTEM NEGATIVE | TF: 5M
[2026-03-18T11:30:22.084550] PSQ | automated_short_order | SMA250 | NASDAQ System | 10M | critical | PSQ AUTO SHORT SMA250 [NASDAQ System] 10M | AUTO SHORT — SMA 250 at 31.16 | OHLC4 31.16 (current bar) | Close 31.16 | Hard stop: 31.17 (penny above) | SYSTEM NEGATIVE | TF: 10M
[2026-03-18T11:30:22.133841] PSQ | automated_short_order | SMA11 | ICKY WOODS (888) | 10M | critical | PSQ AUTO SHORT SMA11 [ICKY WOODS (888)] 10M | AUTO SHORT — SMA 11 at 31.16 | OHLC4 31.16 (current bar) | Close 31.16 | Hard stop: 31.17 (penny above) | SYSTEM NEGATIVE | TF: 10M
[2026-03-18T11:30:22.452134] PSQ | automated_short_order | SMA404 | Resource Missing (404) | 10M | critical | PSQ AUTO SHORT SMA404 [Resource Missing (404)] 10M | AUTO SHORT — SMA 404 at 31.16 | OHLC4 31.16 (current bar) | Close 31.16 | Hard stop: 31.17 (penny above) | SYSTEM NEGATIVE | TF: 10M
[2026-03-18T11:32:06.364268] IWM | optimized_buying_algorithm | SMA19 | Waring's Problem | 5M | high | IWM MAGNETIZED BUY SMA19 [Waring's Problem] 5M | MAGNETIZED BUY — SMA 19 at 247.89 | 4 penny + 1 near touches across 5/10 bars | 3.5x expected | Capitular low: 247.40 | HIGH VOL | TF: 5M
[2026-03-18T11:36:13.541955] SPXL | automated_short_order | SMA24 | President 47 | 3M | critical | SPXL AUTO SHORT SMA24 [President 47] 3M | AUTO SHORT — SMA 24 at 200.47 | OHLC4 200.47 (current bar) | Close 200.47 | Hard stop: 200.48 (penny above) | SYSTEM NEGATIVE | TF: 3M
[2026-03-18T11:36:13.590473] SPXL | automated_short_order | SMA26 | SVIX (211) | 3M | critical | SPXL AUTO SHORT SMA26 [SVIX (211)] 3M | AUTO SHORT — SMA 26 at 200.47 | OHLC4 200.47 (current bar) | Close 200.47 | Hard stop: 200.48 (penny above) | SYSTEM NEGATIVE | TF: 3M
[2026-03-18T11:36:13.613191] SPXL | automated_short_order | SMA25 | Resource Missing (404) | 3M | critical | SPXL AUTO SHORT SMA25 [Resource Missing (404)] 3M | AUTO SHORT — SMA 25 at 200.47 | OHLC4 200.47 (current bar) | Close 200.47 | Hard stop: 200.48 (penny above) | SYSTEM NEGATIVE | TF: 3M
[2026-03-18T11:36:27.299960] SSO | automated_short_order | SMA37 | Waring's Problem | 2M | critical | SSO AUTO SHORT SMA37 [Waring's Problem] 2M | AUTO SHORT — SMA 37 at 54.65 | OHLC4 54.66 (prev bar) | Close 54.63 | Hard stop: 54.66 (penny above) | SYSTEM NEGATIVE | TF: 2M
[2026-03-18T11:36:27.302151] SSO | automated_short_order | SMA73 | Waring's Problem | 2M | critical | SSO AUTO SHORT SMA73 [Waring's Problem] 2M | AUTO SHORT — SMA 73 at 54.66 | OHLC4 54.66 (prev bar) | Close 54.63 | Hard stop: 54.67 (penny above) | SYSTEM NEGATIVE | TF: 2M
[2026-03-18T11:36:27.409397] SSO | automated_short_order | SMA36 | Time (144) | 2M | critical | SSO AUTO SHORT SMA36 [Time (144)] 2M | AUTO SHORT — SMA 36 at 54.65 | OHLC4 54.66 (prev bar) | Close 54.63 | Hard stop: 54.66 (penny above) | SYSTEM NEGATIVE | TF: 2M
[2026-03-18T11:36:27.411360] SSO | automated_short_order | SMA72 | Time (144) | 2M | critical | SSO AUTO SHORT SMA72 [Time (144)] 2M | AUTO SHORT — SMA 72 at 54.66 | OHLC4 54.66 (prev bar) | Close 54.63 | Hard stop: 54.67 (penny above) | SYSTEM NEGATIVE | TF: 2M
[2026-03-18T11:36:28.709483] SSO | automated_short_order | SMA27 | Regression (432) | 3M | critical | SSO AUTO SHORT SMA27 [Regression (432)] 3M | AUTO SHORT — SMA 27 at 54.65 | OHLC4 54.64 (current bar) | Close 54.61 | Hard stop: 54.66 (penny above) | SYSTEM NEGATIVE | TF: 3M
[2026-03-18T11:36:28.847307] SSO | automated_short_order | SMA24 | President 47 | 3M | critical | SSO AUTO SHORT SMA24 [President 47] 3M | AUTO SHORT — SMA 24 at 54.65 | OHLC4 54.64 (current bar) | Close 54.61 | Hard stop: 54.66 (penny above) | SYSTEM NEGATIVE | TF: 3M
[2026-03-18T11:36:28.875852] SSO | automated_short_order | SMA26 | SVIX (211) | 3M | critical | SSO AUTO SHORT SMA26 [SVIX (211)] 3M | AUTO SHORT — SMA 26 at 54.65 | OHLC4 54.64 (current bar) | Close 54.61 | Hard stop: 54.66 (penny above) | SYSTEM NEGATIVE | TF: 3M
[2026-03-18T11:36:28.894068] SSO | automated_short_order | SMA25 | Resource Missing (404) | 3M | critical | SSO AUTO SHORT SMA25 [Resource Missing (404)] 3M | AUTO SHORT — SMA 25 at 54.65 | OHLC4 54.64 (current bar) | Close 54.61 | Hard stop: 54.66 (penny above) | SYSTEM NEGATIVE | TF: 3M
[2026-03-18T11:36:30.013860] SSO | automated_short_order | SMA10 | S&P 500 System | 5M | critical | SSO AUTO SHORT SMA10 [S&P 500 System] 5M | AUTO SHORT — SMA 10 at 54.64 | OHLC4 54.64 (current bar) | Close 54.61 | Hard stop: 54.65 (penny above) | SYSTEM NEGATIVE | TF: 5M
[2026-03-18T11:36:30.061133] SSO | automated_short_order | SMA11 | ICKY WOODS (888) | 5M | critical | SSO AUTO SHORT SMA11 [ICKY WOODS (888)] 5M | AUTO SHORT — SMA 11 at 54.64 | OHLC4 54.64 (current bar) | Close 54.61 | Hard stop: 54.65 (penny above) | SYSTEM NEGATIVE | TF: 5M
[2026-03-18T11:36:30.202224] SSO | automated_short_order | SMA29 | President 45 | 5M | critical | SSO AUTO SHORT SMA29 [President 45] 5M | AUTO SHORT — SMA 29 at 54.65 | OHLC4 54.64 (current bar) | Close 54.61 | Hard stop: 54.66 (penny above) | SYSTEM NEGATIVE | TF: 5M
[2026-03-18T11:36:30.255836] SSO | automated_short_order | SMA28 | WTC (911) | 5M | critical | SSO AUTO SHORT SMA28 [WTC (911)] 5M | AUTO SHORT — SMA 28 at 54.64 | OHLC4 54.64 (current bar) | Close 54.61 | Hard stop: 54.65 (penny above) | SYSTEM NEGATIVE | TF: 5M
[2026-03-18T11:36:40.064192] SDS | automated_short_order | SMA91 | Time (365) | 1M | critical | SDS AUTO SHORT SMA91 [Time (365)] 1M | AUTO SHORT — SMA 91 at 72.46 | OHLC4 72.46 (current bar) | Close 72.45 | Hard stop: 72.47 (penny above) | SYSTEM NEGATIVE | TF: 1M
[2026-03-18T11:36:40.089127] SDS | automated_short_order | SMA92 | Time (366) | 1M | critical | SDS AUTO SHORT SMA92 [Time (366)] 1M | AUTO SHORT — SMA 92 at 72.46 | OHLC4 72.46 (current bar) | Close 72.45 | Hard stop: 72.47 (penny above) | SYSTEM NEGATIVE | TF: 1M
[2026-03-18T11:36:40.188811] SDS | automated_short_order | SMA94 | President 47 | 1M | critical | SDS AUTO SHORT SMA94 [President 47] 1M | AUTO SHORT — SMA 94 at 72.46 | OHLC4 72.46 (current bar) | Close 72.45 | Hard stop: 72.47 (penny above) | SYSTEM NEGATIVE | TF: 1M
